0,1,"Tallapoosa County, AL","1.093 (0.989,~1.196)","0.752 (0.217,~0.910)","8,277 (20.4)",855,"40,497",9.24\%
653,1,"George County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)",712 (2.9),581,"24,250",0.86\%
654,1,"Greene County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,710 (12.6)",250,"13,586",4.80\%
655,1,"Grenada County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","2,993 (14.2)",847,"21,055",2.48\%
656,1,"Hancock County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,995 (4.2)",390,"47,334",3.59\%
657,1,"Holmes County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","6,843 (38.8)",892,"17,622",5.38\%
658,1,"Humphreys County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,568 (19.0)",293,"8,257",3.75\%
659,1,"Issaquena County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)",142 (10.9),26,"1,308",3.85\%
660,1,"Itawamba County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,425 (6.1)",359,"23,517",2.79\%
661,1,"Jasper County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,283 (7.8)",386,"16,428",2.33\%
662,1,"Jefferson County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)",997 (14.0),196,"7,106",3.57\%
663,1,"Jefferson Davis County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)",855 (7.6),231,"11,234",2.60\%
664,1,"Kemper County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,995 (19.9)",233,"10,027",6.01\%
665,1,"Lafayette County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","2,281 (4.2)",973,"54,793",1.64\%
666,1,"Lawrence County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,140 (9.2)",323,"12,455",2.48\%
667,1,"Leake County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","3,564 (15.7)",788,"22,763",3.17\%
668,1,"Lee County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","5,845 (6.9)","1,462","85,202",2.80\%
669,1,"Lowndes County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","5,275 (9.0)","1,077","58,930",3.44\%
670,1,"Marion County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","2,851 (11.5)",677,"24,715",2.95\%
671,1,"Marshall County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,283 (3.6)",695,"35,451",1.29\%
672,1,"Montgomery County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)",712 (7.1),326,"10,023",1.53\%
673,1,"Newton County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,568 (7.3)",542,"21,443",2.03\%
674,1,"Noxubee County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,568 (14.9)",457,"10,535",2.41\%
675,1,"Oktibbeha County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","5,560 (11.2)","1,122","49,599",3.48\%
676,1,"Panola County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,853 (5.4)","1,059","34,178",1.23\%
677,1,"Perry County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)",997 (8.4),236,"11,931",2.97\%
678,1,"Pontotoc County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,140 (3.6)",827,"31,833",0.97\%
679,1,"Prentiss County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,425 (5.6)",412,"25,315",2.43\%
680,1,"Scott County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","2,851 (10.1)","1,003","28,287",1.99\%
681,1,"Sharkey County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)",712 (16.3),197,"4,377",2.54\%
682,1,"Simpson County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","4,277 (16.0)",796,"26,758",3.77\%
683,1,"Smith County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,853 (11.6)",405,"16,002",3.21\%
684,1,"Stone County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)",712 (3.8),199,"18,717",2.51\%
685,1,"Sunflower County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","3,564 (13.8)","1,039","25,735",2.41\%
686,1,"Tallahatchie County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,425 (10.2)",531,"13,987",1.88\%
687,1,"Tate County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","4,134 (14.4)",734,"28,759",3.95\%
688,1,"Tippah County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,853 (8.4)",366,"21,995",3.55\%
689,1,"Tishomingo County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)",712 (3.7),417,"19,454",1.20\%
690,1,"Tunica County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)",997 (10.0),337,"9,944",2.08\%
691,1,"Union County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","2,281 (8.0)",636,"28,606",2.52\%
692,1,"Walthall County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","2,851 (19.7)",502,"14,465",3.98\%
693,1,"Warren County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","4,704 (10.2)","1,093","46,176",3.02\%
694,1,"Washington County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","5,845 (13.0)","1,663","45,063",2.47\%
695,1,"Wayne County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","2,993 (14.8)",767,"20,298",2.74\%
696,1,"Webster County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,710 (17.5)",234,"9,788",5.13\%
697,1,"Wilkinson County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,853 (21.1)",212,"8,792",6.13\%
698,1,"Winston County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","2,281 (12.6)",620,"18,165",2.58\%
699,1,"Yalobusha County, MS","3.376 (3.246,~3.512)","1.058 (1.021,~1.101)","1,425 (11.5)",315,"12,392",3.17\%
700,1,"Bond County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",356 (2.1),60,"16,630",5.00\%
701,1,"Boone County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)","2,733 (5.1)",765,"53,577",3.01\%
702,1,"Carroll County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",475 (3.3),56,"14,312",7.14\%
703,1,"Cass County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)","1,307 (10.7)",231,"12,260",4.76\%
704,1,"Christian County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",475 (1.5),142,"32,661",2.82\%
705,1,"Cumberland County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",237 (2.2),55,"10,808",3.64\%
706,1,"Douglas County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",237 (1.2),116,"19,479",1.72\%
707,1,"Fayette County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",356 (1.7),66,"21,416",4.55\%
708,1,"Ford County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",237 (1.8),49,"13,264",4.08\%
709,1,"Fulton County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",0 (0.0),33,"34,844",0.00\%
710,1,"Grundy County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",594 (1.2),323,"50,972",1.55\%
711,1,"Hancock County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",118 (0.7),53,"17,844",1.89\%
712,1,"Jasper County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",831 (8.7),59,"9,611",11.86\%
713,1,"Jefferson County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)","2,257 (6.0)",286,"37,820",6.64\%
714,1,"Jersey County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",237 (1.1),105,"21,847",1.90\%
715,1,"Lee County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",118 (0.3),171,"34,223",0.58\%
716,1,"Montgomery County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",831 (2.9),170,"28,601",4.12\%
717,1,"Morgan County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",713 (2.1),249,"33,976",2.41\%
718,1,"Ogle County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",594 (1.2),410,"50,923",1.22\%
719,1,"Randolph County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",831 (2.6),464,"32,106",1.51\%
720,1,"Saline County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",237 (1.0),132,"23,906",1.52\%
721,1,"Shelby County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",118 (0.5),79,"21,741",1.27\%
722,1,"Stephenson County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",713 (1.6),327,"44,753",1.83\%
723,1,"Union County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)","2,733 (16.2)",321,"16,841",7.17\%
724,1,"Wayne County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",118 (0.7),61,"16,332",1.64\%
725,1,"Williamson County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",713 (1.1),399,"67,056",1.50\%
726,1,"Woodford County, IL","3.133 (2.196,~3.741)","1.060 (0.976,~1.135)",356 (0.9),151,"38,463",1.99\%
727,1,"Adair County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","2,536 (13.2)",201,"19,215",9.45\%
728,1,"Allen County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","1,067 (5.1)",226,"21,122",3.54\%
729,1,"Anderson County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",133 (0.6),84,"22,663",1.19\%
730,1,"Barren County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",266 (0.6),364,"44,176",0.55\%
731,1,"Bath County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",133 (1.1),37,"12,383",2.70\%
732,1,"Bell County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",533 (2.0),312,"26,569",1.28\%
733,1,"Bourbon County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",133 (0.7),81,"20,184",1.23\%
734,1,"Breckinridge County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",266 (1.3),70,"20,388",2.86\%
735,1,"Butler County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","2,002 (15.7)",293,"12,772",5.12\%
736,1,"Calloway County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",533 (1.4),242,"39,135",1.65\%
737,1,"Carlisle County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",133 (2.8),43,"4,771",2.33\%
738,1,"Carroll County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",266 (2.5),158,"10,737",1.27\%
739,1,"Carter County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",133 (0.5),101,"27,004",0.99\%
740,1,"Casey County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","1,334 (8.4)",188,"15,888",5.32\%
741,1,"Clark County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",934 (2.6),166,"36,249",4.22\%
742,1,"Clay County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",667 (3.3),152,"20,105",3.29\%
743,1,"Crittenden County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",133 (1.5),31,"8,915",3.23\%
744,1,"Edmonson County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","1,601 (13.0)",106,"12,274",11.32\%
745,1,"Floyd County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",266 (0.7),95,"35,845",2.11\%
746,1,"Franklin County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",934 (1.8),302,"50,815",2.32\%
747,1,"Gallatin County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",934 (10.6),80,"8,832",8.75\%
748,1,"Grant County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",667 (2.7),117,"25,121",4.27\%
749,1,"Graves County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","3,203 (8.6)",558,"37,317",4.30\%
750,1,"Grayson County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","1,468 (5.6)",201,"26,321",5.47\%
751,1,"Green County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",266 (2.4),36,"11,049",5.56\%
752,1,"Hardin County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","1,067 (1.0)",619,"110,356",1.29\%
753,1,"Harlan County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",400 (1.5),232,"26,409",1.29\%
754,1,"Henry County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",266 (1.7),120,"16,106",1.67\%
755,1,"Hopkins County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","4,404 (9.8)",421,"45,068",7.84\%
756,1,"Jackson County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","1,868 (13.9)",150,"13,442",9.33\%
757,1,"Knott County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",133 (0.9),57,"15,126",1.75\%
758,1,"Knox County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","1,067 (3.4)",235,"31,304",3.40\%
759,1,"Larue County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",133 (0.9),54,"14,307",1.85\%
760,1,"Laurel County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",667 (1.1),433,"60,669",1.15\%
761,1,"Lincoln County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",133 (0.5),105,"24,644",0.95\%
762,1,"Livingston County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",133 (1.4),35,"9,242",2.86\%
763,1,"Logan County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","3,070 (11.4)",328,"26,989",7.01\%
764,1,"Lyon County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",533 (6.7),32,"8,009",12.50\%
765,1,"McLean County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",133 (1.4),42,"9,252",2.38\%
766,1,"Madison County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",133 (0.1),505,"92,368",0.20\%
767,1,"Marshall County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",266 (0.9),137,"31,191",1.46\%
768,1,"Meade County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",266 (0.9),94,"28,715",2.13\%
769,1,"Metcalfe County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",266 (2.7),60,"10,030",3.33\%
770,1,"Monroe County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",266 (2.5),94,"10,718",2.13\%
771,1,"Muhlenberg County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","1,468 (4.8)",626,"30,774",1.76\%
772,1,"Nelson County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",266 (0.6),216,"45,851",0.93\%
773,1,"Ohio County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","1,067 (4.4)",356,"24,087",2.25\%
774,1,"Perry County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",400 (1.5),224,"26,092",1.34\%
775,1,"Pulaski County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",667 (1.0),298,"64,623",1.68\%
776,1,"Russell County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",667 (3.7),108,"17,821",4.63\%
777,1,"Shelby County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)","2,803 (5.8)",773,"48,518",2.72\%
778,1,"Simpson County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",934 (5.0),150,"18,529",4.67\%
779,1,"Taylor County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",266 (1.0),131,"25,549",1.53\%
780,1,"Webster County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",133 (1.0),88,"13,111",1.14\%
781,1,"Whitley County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",133 (0.4),163,"36,242",0.61\%
782,1,"Woodford County, KY","3.302 (3.109,~3.560)","1.076 (1.002,~1.134)",0 (0.0),155,"26,533",0.00\%
783,1,"Adair County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",734 (3.3),340,"22,082",1.76\%
784,1,"Beckham County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",122 (0.6),60,"21,709",1.67\%
785,1,"Caddo County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)","1,957 (6.8)",417,"28,977",3.84\%
786,1,"Canadian County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",856 (0.6),"1,208","144,447",0.58\%
787,1,"Cherokee County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",244 (0.5),440,"48,675",0.45\%
788,1,"Choctaw County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",122 (0.8),185,"14,668",0.54\%
789,1,"Comanche County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)","1,223 (1.0)",831,"120,422",1.20\%
790,1,"Cotton County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",244 (4.2),18,"5,776",11.11\%
791,1,"Delaware County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)","2,324 (5.4)",426,"42,733",4.46\%
792,1,"Garfield County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",611 (1.0),452,"60,913",1.11\%
793,1,"Grady County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",856 (1.5),441,"55,551",1.59\%
794,1,"Greer County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",978 (16.8),83,"5,821",9.64\%
795,1,"Hughes County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",244 (1.8),137,"13,335",1.46\%
796,1,"Jackson County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",611 (2.5),523,"24,949",0.96\%
797,1,"Kay County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)","1,345 (3.0)",244,"44,161",4.51\%
798,1,"Kiowa County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",122 (1.4),28,"8,729",3.57\%
799,1,"Latimer County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",122 (1.2),88,"10,231",1.14\%
800,1,"Le Flore County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",122 (0.2),340,"49,980",0.29\%
801,1,"Lincoln County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",244 (0.7),164,"34,920",1.22\%
802,1,"Logan County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",122 (0.3),220,"47,291",0.45\%
803,1,"McCurtain County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)","3,426 (10.5)",854,"32,703",3.28\%
804,1,"McIntosh County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",122 (0.6),180,"19,815",0.56\%
805,1,"Major County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",122 (1.6),34,"7,644",2.94\%
806,1,"Mayes County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",734 (1.8),316,"41,107",1.90\%
807,1,"Muskogee County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)","1,957 (2.9)",506,"68,362",3.16\%
808,1,"Noble County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",244 (2.2),83,"11,289",2.41\%
809,1,"Nowata County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",122 (1.2),57,"10,218",1.75\%
810,1,"Okmulgee County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",367 (1.0),467,"38,335",0.64\%
811,1,"Osage County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)","1,345 (2.9)",417,"47,014",2.64\%
812,1,"Ottawa County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",367 (1.2),369,"31,175",0.81\%
813,1,"Pawnee County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",367 (2.2),137,"16,390",2.19\%
814,1,"Payne County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",489 (0.6),730,"82,040",0.55\%
815,1,"Pittsburg County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",367 (0.8),350,"43,877",0.86\%
816,1,"Pontotoc County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",244 (0.6),199,"38,247",1.01\%
817,1,"Pottawatomie County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)","1,101 (1.5)",447,"72,679",2.01\%
818,1,"Rogers County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)","1,957 (2.1)",976,"91,984",1.64\%
819,1,"Seminole County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",611 (2.5),235,"24,578",2.13\%
820,1,"Sequoyah County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",489 (1.2),340,"41,179",1.18\%
821,1,"Stephens County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",367 (0.8),200,"43,265",1.50\%
822,1,"Texas County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",856 (4.2),"1,056","20,455",0.66\%
823,1,"Tillman County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)",122 (1.7),58,"7,348",1.72\%
824,1,"Wagoner County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)","2,814 (3.5)",860,"80,110",2.67\%
825,1,"Washington County, OK","2.922 (2.776,~3.080)","1.090 (1.036,~1.139)","4,771 (9.2)",632,"51,843",6.17\%
826,1,"Boise County, ID","1.387 (1.074,~2.584)","1.116 (1.046,~1.198)",145 (1.9),48,"7,634",2.08\%
827,1,"Cassia County, ID","1.387 (1.074,~2.584)","1.116 (1.046,~1.198)",145 (0.6),518,"23,864",0.19\%
828,1,"Elmore County, ID","1.387 (1.074,~2.584)","1.116 (1.046,~1.198)",435 (1.6),212,"27,259",1.42\%
829,1,"Gooding County, ID","1.387 (1.074,~2.584)","1.116 (1.046,~1.198)",145 (1.0),162,"15,196",0.62\%
830,1,"Jefferson County, ID","1.387 (1.074,~2.584)","1.116 (1.046,~1.198)",145 (0.5),198,"29,439",0.51\%
831,1,"Jerome County, ID","1.387 (1.074,~2.584)","1.116 (1.046,~1.198)",871 (3.6),474,"24,015",1.27\%
832,1,"Minidoka County, ID","1.387 (1.074,~2.584)","1.116 (1.046,~1.198)",290 (1.4),478,"20,825",0.42\%
833,1,"Owyhee County, ID","1.387 (1.074,~2.584)","1.116 (1.046,~1.198)",435 (3.7),263,"11,693",1.14\%
834,1,"Shoshone County, ID","1.387 (1.074,~2.584)","1.116 (1.046,~1.198)",290 (2.3),100,"12,796",2.00\%
835,1,"Twin Falls County, ID","1.387 (1.074,~2.584)","1.116 (1.046,~1.198)","4,645 (5.4)","1,412","86,081",2.27\%
836,1,"Valley County, ID","1.387 (1.074,~2.584)","1.116 (1.046,~1.198)",145 (1.3),59,"11,041",1.69\%
837,1,"Washington County, ID","1.387 (1.074,~2.584)","1.116 (1.046,~1.198)",435 (4.3),205,"10,161",1.46\%
838,1,"Abbeville County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","1,358 (5.5)",335,"24,541",2.69\%
839,1,"Allendale County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)",452 (5.1),221,"8,903",1.36\%
840,1,"Barnwell County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)",754 (3.6),413,"21,112",1.21\%
841,1,"Calhoun County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","1,660 (11.4)",380,"14,520",2.89\%
842,1,"Cherokee County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","4,226 (7.4)",638,"57,078",4.39\%
843,1,"Chester County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","2,113 (6.6)",665,"32,251",2.11\%
844,1,"Chesterfield County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","3,169 (6.9)",769,"45,754",2.73\%
845,1,"Colleton County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","5,132 (13.6)",814,"37,660",4.18\%
846,1,"Edgefield County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","1,056 (3.9)",330,"27,052",2.12\%
847,1,"Fairfield County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","3,471 (15.5)",567,"22,402",4.06\%
848,1,"Greenwood County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","2,717 (3.8)","1,390","70,741",1.29\%
849,1,"Jasper County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","2,264 (7.8)",594,"28,971",2.53\%
850,1,"Lancaster County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","3,773 (4.0)","1,209","95,380",2.07\%
851,1,"Laurens County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","6,943 (10.4)","1,330","66,994",3.46\%
852,1,"Lee County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","4,377 (25.5)",562,"17,142",5.16\%
853,1,"McCormick County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)",301 (3.2),118,"9,410",1.69\%
854,1,"Marlboro County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)",603 (2.3),497,"26,398",0.80\%
855,1,"Newberry County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","1,509 (3.9)",845,"38,520",1.18\%
856,1,"Saluda County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)","1,207 (5.9)",458,"20,544",1.75\%
857,1,"Union County, SC","1.243 (1.177,~1.313)","1.159 (1.114,~1.208)",603 (2.2),362,"27,410",1.10\%
858,1,"Blue Earth County, MN","1.012 (0.946,~1.075)","1.172 (1.104,~1.237)",700 (1.0),918,"67,427",0.54\%
859,1,"Brown County, MN","1.012 (0.946,~1.075)","1.172 (1.104,~1.237)",280 (1.1),89,"25,111",2.25\%
860,1,"Cass County, MN","1.012 (0.946,~1.075)","1.172 (1.104,~1.237)",280 (0.9),72,"29,519",2.78\%
861,1,"Chippewa County, MN","1.012 (0.946,~1.075)","1.172 (1.104,~1.237)",140 (1.2),104,"11,924",0.96\%
862,1,"Crow Wing County, MN","1.012 (0.946,~1.075)","1.172 (1.104,~1.237)","1,962 (3.0)",235,"64,889",5.96\%
863,1,"Freeborn County, MN","1.012 (0.946,~1.075)","1.172 (1.104,~1.237)",140 (0.5),359,"30,444",0.28\%
864,1,"Grant County, MN","1.012 (0.946,~1.075)","1.172 (1.104,~1.237)",420 (7.0),55,"6,021",5.45\%
865,1,"Itasca County, MN","1.012 (0.946,~1.075)","1.172 (1.104,~1.237)","1,682 (3.7)",147,"45,108",8.16\%
